451,815,17,53,22
334,231,6,68,80
162,438,6,443,23
529,301,17,22,23
953,592,17,80,443
85,864,89,80,443
966,808,6,23,20
377,208,6,25,53
878,152,1,23,80
81,651,89,80,22
423,357,6,20,53
487,452,6,80,80
451,393,1,53,23
325,827,89,80,23
494,900,17,80,23
133,314,6,20,80
619,540,6,443,20
149,554,89,68,80
763,433,1,23,79
989,194,6,20,80
365,546,89,22,80
455,301,1,23,68
558,802,6,25,443
160,851,17,53,53
828,710,17,443,443
28,387,17,22,53
162,441,6,22,20
645,725,6,23,80
365,810,6,53,79
901,789,17,53,25
772,729,17,443,80
110,840,6,80,53
960,853,17,20,80
835,92,17,53,80
852,819,17,22,68
780,857,6,20,25
229,79,17,22,23
398,644,6,25,20
972,552,6,443,80
690,797,6,53,443
642,950,6,25,53
186,741,17,22,80
122,925,17,53,20
704,53,6,80,22
857,841,6,22,20
69,272,17,53,80
163,718,17,443,20
927,494,6,79,80
870,415,6,23,20
262,463,1,53,25
386,321,89,68,80
389,152,6,443,22
396,456,17,79,80
151,558,89,79,53
741,718,6,80,53
178,23,1,443,79
453,836,6,23,53
150,125,6,443,68
10,316,6,23,443
296,206,17,25,23
297,689,17,22,443
237,371,1,443,80
452,404,6,80,22
910,119,6,80,79
886,813,1,23,443
544,673,17,25,25
361,280,89,53,79
39,487,17,23,23
606,853,17,80,68
136,744,6,79,23
565,202,6,80,22
251,927,17,25,53
510,925,89,68,80
265,569,17,20,53
808,174,17,20,22
528,436,17,23,23
451,113,17,53,80
274,764,6,22,443
345,169,6,80,22
202,919,17,79,22
958,829,17,80,80
520,108,1,25,68
6,46,6,25,20
274,957,6,80,53
895,933,6,25,20
74,129,17,53,22
472,654,17,22,25
203,677,89,80,443
757,622,6,53,25
716,488,17,443,68
300,724,17,80,20
438,834,17,53,23
307,967,6,22,80
218,100,17,68,20
185,930,6,79,53
175,18,17,79,22
299,378,1,80,80
818,107,17,53,80
707,836,17,53,20
463,324,17,53,53
161,65,6,443,80
406,548,6,80,79
480,72,6,443,80
165,307,89,53,23
775,357,17,53,20
717,836,17,80,80
1,303,1,23,80
662,848,6,80,23
755,627,1,53,80
459,705,17,443,22
849,736,1,22,25
872,417,6,23,53
804,731,17,80,53
640,933,6,80,80
929,885,17,25,25
33,771,6,53,80
164,793,17,20,22
63,43,1,79,80
13,247,17,53,53
326,83,17,20,80
852,827,17,22,23
367,589,17,25,23
648,74,6,80,53
766,152,17,80,53
20,352,6,23,23
753,42,6,80,53
182,641,6,20,23
442,389,6,68,25
594,973,17,443,80
390,305,17,443,68
673,979,17,443,23
100,230,6,80,53
53,383,6,22,22
225,594,6,53,22
519,627,17,80,53
30,712,17,79,22
624,264,6,79,20
987,124,6,68,79
339,373,1,443,80
703,83,1,68,53
796,165,6,25,53
846,484,6,68,22
954,518,89,23,443
39,439,17,53,20
300,8,6,22,53
808,291,17,22,80
286,410,17,22,79
948,394,6,23,22
654,469,1,25,443
750,971,17,25,53
22,404,17,23,53
830,13,6,20,53
504,48,17,443,53
29,558,89,23,20
54,631,17,443,80
630,92,17,68,20
892,615,17,53,80
659,67,1,68,80
998,674,6,53,80
555,522,6,80,22
25,852,17,443,22
764,442,17,20,443
638,762,1,53,80
341,869,6,20,53
30,58,17,23,443
927,441,6,23,20
179,270,17,22,20
352,802,6,20,23
91,314,17,25,79
202,717,17,80,20
1,985,17,25,20
744,433,6,22,80
486,644,1,20,25
321,805,17,23,80
35,777,6,53,53
119,561,17,20,79
359,68,6,80,53
752,596,17,53,68
774,399,6,53,80
542,735,6,53,443
901,100,6,23,80
607,61,17,20,20
632,760,6,22,23
128,138,6,20,25
233,725,6,80,53
892,563,6,25,25
947,710,6,80,23
951,718,89,20,80
697,688,17,53,53
781,316,6,80,22
557,503,1,80,22
545,260,6,79,53
95,86,17,25,25
1,967,17,20,53
637,92,6,80,79
615,757,17,22,25
586,355,6,68,443
518,540,1,23,22
950,747,17,53,20
45,852,1,80,22
602,327,6,25,80
906,684,1,22,23
407,751,6,53,20
28,33,17,23,25
841,488,89,79,22
343,98,6,53,80
387,836,17,53,22
175,692,1,53,68
279,558,17,23,22
297,276,17,80,20
812,787,6,68,80
335,995,1,22,68
695,892,1,25,79
856,92,6,80,68
919,575,6,23,20
71,485,1,80,53
135,712,1,23,79
85,307,6,443,53
858,61,17,22,68
98,475,17,25,80
465,909,17,22,22
585,348,6,53,53
548,384,17,22,79
535,667,1,68,68
996,630,6,79,80
173,485,17,68,443
352,313,6,53,80
177,973,6,23,443
87,800,17,53,80
840,3,17,20,79
455,11,17,53,22
283,657,17,53,79
344,917,6,53,22
687,706,17,53,53
550,372,17,443,25
273,159,17,22,53
248,615,1,53,80
598,109,17,68,20
905,680,17,53,80
992,18,17,80,80
105,885,17,22,53
202,650,17,79,25
475,466,6,20,79
321,389,6,25,443
25,554,6,22,68
289,920,17,443,25
263,905,6,80,23
218,731,6,23,80
667,645,6,53,25
561,803,6,23,20
219,680,1,22,20
443,712,17,53,20
794,83,1,79,53
807,317,17,22,443
53,267,17,79,22
853,986,17,443,80
39,154,6,443,79
190,441,6,53,80
608,39,1,443,443
272,87,17,68,53
575,468,17,25,25
265,512,6,22,23
974,509,6,443,80
490,749,1,80,20
783,315,6,80,53
464,969,6,80,80
94,195,6,443,22
947,783,17,25,22
62,688,6,53,80
781,321,6,22,443
719,776,6,23,20
39,968,17,80,80
310,591,6,22,53
221,403,6,53,25
784,717,6,53,23
238,981,17,443,53
79,45,1,22,22
862,506,17,79,80
820,442,17,53,25
435,739,6,22,80
63,159,6,80,25
90,700,17,25,22
225,209,17,20,53
888,510,6,23,443
298,178,17,23,23
551,989,17,22,80
636,608,6,79,80
387,754,17,53,53
111,279,6,25,68
498,481,6,443,68
887,454,6,53,53
408,323,17,20,80
382,906,6,443,53
559,318,6,20,23
41,320,6,53,68
522,659,6,22,25
313,496,17,79,22
887,522,17,53,80
215,190,17,53,20
826,20,17,79,53
179,971,1,53,25
138,590,1,80,80
125,261,1,23,79
381,505,6,53,53
399,232,1,80,22
792,82,17,23,80
753,487,17,443,25
9,85,17,53,22
170,914,6,20,53
748,667,17,53,53
27,452,17,25,20
72,941,6,79,443
199,616,6,80,23
781,511,17,79,53
707,761,6,23,20
864,73,17,53,68
378,12,6,25,68
350,96,17,25,23
496,929,6,53,53
704,503,17,53,53
385,16,17,20,53
302,820,6,53,53
714,322,6,53,25
931,103,17,443,80
536,614,6,53,22
511,346,17,23,22
843,64,17,22,53
121,330,17,20,23
283,564,1,53,23
908,720,6,22,80
851,260,6,443,22
293,600,6,22,23
982,225,17,23,53
739,237,17,53,22
468,560,17,53,79
381,517,6,79,443
660,540,6,22,20
957,51,89,22,53
886,435,6,25,53
193,395,6,68,80
681,56,89,25,53
583,964,6,23,53
600,651,17,22,53
171,160,17,25,20
789,245,1,20,80
823,928,6,53,53
575,226,6,22,23
845,913,6,23,25
516,307,6,68,443
767,566,6,25,20
534,628,6,443,80
897,918,17,25,20
703,775,1,22,53
491,825,17,443,443
318,427,17,25,20
976,317,6,20,20
563,191,17,80,53
769,969,89,443,20
118,865,1,23,20
367,296,6,53,80
66,875,89,23,80
255,202,17,20,22
682,841,6,23,79
246,600,6,22,53
218,106,89,53,80
848,13,6,22,53
927,790,17,20,22
650,996,6,22,53
811,336,17,23,443
698,885,1,443,80
520,90,6,80,80
850,880,1,443,23
852,765,17,25,25
816,680,17,80,443
439,941,17,53,53
979,259,17,53,80
168,62,1,79,25
1,252,6,53,22
615,326,17,53,53
94,683,1,20,23
314,418,6,53,443
321,920,17,80,80
357,190,17,20,53
695,841,6,80,443
563,77,89,68,53
374,899,17,53,20
608,170,17,443,443
282,64,6,23,23
918,924,17,68,20
435,256,6,20,53
208,810,17,53,80
224,557,6,68,53
765,770,6,80,53
23,202,6,53,80
363,352,6,25,53
717,57,17,80,20
508,498,6,53,68
990,182,17,80,79
33,457,17,53,80
803,289,17,20,20
579,607,6,25,25
167,579,17,80,80
869,570,1,443,443
882,338,6,80,443
321,798,17,22,23
337,513,1,80,23
479,872,1,23,79
536,583,6,68,443
380,628,17,53,20
236,908,17,23,22
331,171,17,68,25
928,872,6,80,53
443,433,89,80,23
22,855,17,443,22
331,330,1,80,443
929,252,6,443,68
656,447,17,80,443
485,195,17,68,20
364,635,6,53,80
983,244,6,22,23
295,68,6,23,53
26,980,1,80,20
72,674,6,20,22
284,899,1,22,80
547,64,6,80,53
926,383,17,20,443
608,636,17,80,53
877,126,6,22,443
386,787,6,80,22
476,374,17,53,23
523,208,6,23,79
617,254,17,53,80
235,431,6,23,68
612,418,6,80,22
1756,533,17,53,80
751,121,6,23,443
691,620,17,80,22
939,903,6,80,22
635,748,17,20,79
552,291,6,20,22
11,458,17,80,20
847,195,1,22,443
805,446,17,22,23
668,158,17,80,25
653,597,6,20,80
466,220,17,22,25
121,617,17,79,80
914,405,17,25,443
812,551,17,20,53
842,377,6,443,443
336,76,17,20,22
924,865,17,80,53
379,478,17,53,23
820,592,6,20,53
312,119,6,80,80
525,653,6,22,68
539,212,6,53,22
512,888,6,25,23
423,934,6,23,20
536,992,1,53,79
546,937,6,22,23
813,998,17,25,443
656,408,6,53,20
430,211,6,23,53
647,202,1,53,79
742,861,6,53,25
53,814,6,53,23
192,75,17,22,68
482,462,6,53,22
69,291,1,68,443
877,99,1,25,68
849,330,6,23,80
636,393,89,53,20
908,104,6,25,25
903,212,89,80,25
278,552,6,25,68
831,71,6,23,80
594,584,6,53,80
674,14,6,80,443
636,481,6,53,25
683,995,6,80,53
55,928,17,68,53
60,735,6,80,20
362,351,89,68,23
661,652,6,25,25
835,685,6,80,80
448,853,6,22,25
670,621,6,79,80
932,207,1,79,25
259,667,1,53,25
918,601,6,25,23
673,250,6,80,80
549,892,17,53,25
854,673,17,53,80
252,891,6,53,22
101,154,17,20,443
324,826,6,80,53
710,298,6,23,80
945,340,6,20,20
34,132,17,53,80
635,873,6,53,53
968,161,6,22,80
763,595,6,79,23
78,6,6,25,53
2,211,17,68,23
867,172,6,443,22
136,761,6,53,53
114,485,6,23,53
541,274,6,20,443
567,656,17,80,20
439,897,89,23,25
873,119,17,53,53
757,209,1,53,53
781,190,6,53,53
454,565,89,25,22
493,598,6,25,80
301,831,6,80,80
200,747,17,53,25
181,188,6,23,22
155,43,1,68,22
672,892,6,443,443
941,418,17,53,53
529,812,6,80,443
919,262,6,80,22
424,901,17,443,79
636,302,6,53,443
871,430,17,68,53
136,761,17,53,53
167,612,17,53,20
125,930,17,25,23
488,825,89,22,80
350,999,6,20,443
572,370,6,53,80
211,233,17,20,53
99,592,6,443,80
97,644,6,80,20
733,992,6,22,80
406,473,17,53,443
200,926,17,80,443
340,2,6,80,443
267,632,6,53,80
832,513,1,53,53
574,648,6,23,53
836,868,6,68,80
820,600,6,20,80
600,55,6,80,53
873,962,17,68,80
784,854,17,22,53
465,439,17,80,53
931,902,17,20,80
54,320,6,25,25
862,669,17,22,80
876,228,17,22,443
108,479,1,53,53
698,210,17,22,68
31,5,1,79,53
861,783,6,25,53
67,614,17,22,22
273,345,17,53,25
190,25,17,22,23
472,790,6,23,53
838,982,17,53,443
59,30,1,79,53
964,704,17,53,53
681,151,6,68,53
902,429,17,80,443
153,258,17,68,79
184,229,6,53,68
109,990,17,25,79
157,929,6,80,23
108,903,17,20,79
230,266,6,80,79
106,561,1,20,23
246,4,6,23,53
451,624,1,79,443
893,212,17,443,80
464,602,1,22,80
648,652,1,80,20
645,71,17,443,53
239,744,17,53,22
545,776,17,22,25
988,524,17,25,53
890,997,6,20,80
107,252,17,22,443
809,437,1,80,20
190,110,6,80,80
408,521,17,53,80
872,912,17,25,80
759,541,17,79,443
596,316,6,80,22
233,462,17,79,20
226,220,17,80,53
949,709,17,20,23
419,235,6,68,53
495,354,17,22,443
97,863,6,53,20
827,85,17,79,53
274,995,6,53,80
411,478,1,23,80
492,147,89,80,53
502,29,6,25,25
669,588,17,443,80
571,755,17,80,443
948,70,17,443,53
412,877,17,80,80
623,45,17,53,53
161,792,6,22,80
995,241,17,53,23
128,948,6,23,25
214,293,17,23,80
317,560,6,23,443
940,712,6,25,53
849,183,6,20,443
300,244,6,20,79
56,924,17,68,80
552,772,17,53,80
625,132,6,443,22
438,424,17,443,443
592,878,6,53,20
402,196,6,20,80
485,638,17,23,443
803,223,6,53,20
327,104,17,22,80
126,680,6,53,53
843,927,6,22,53
882,563,17,22,22
566,951,17,23,53
236,844,6,80,53
981,286,17,80,25
845,170,89,20,80
485,700,17,79,25
463,77,17,80,443
616,416,17,53,20
915,764,17,23,20
815,612,6,22,22
204,303,17,53,443
260,246,6,443,20
600,324,17,23,20
815,51,17,53,80
560,146,6,443,80
149,338,6,79,20
966,740,6,443,53
741,839,17,22,68
951,688,6,23,80
925,759,6,23,25
434,925,89,20,80
730,651,6,22,80
798,678,6,20,23
818,87,6,79,23
730,73,6,79,20
896,192,17,80,23
298,711,17,23,20
111,599,6,80,23
866,359,6,25,443
697,504,6,53,53
686,104,6,53,23
631,517,6,23,53
700,689,17,443,22
334,112,17,53,25
625,576,6,53,80
4,916,6,80,80
991,609,6,20,53
740,970,17,23,22
999,935,6,22,20
669,992,17,22,80
775,633,17,80,25
846,960,6,25,80
675,449,1,25,22
237,518,6,68,79
579,237,1,53,68
905,947,6,80,53
277,943,6,53,25
501,913,6,22,80
162,673,17,53,53
364,846,6,20,443
423,45,1,443,23
972,266,6,80,53
296,982,6,443,68
427,814,6,25,53
10,774,6,20,25
87,553,6,443,79
129,432,6,25,25
443,734,6,80,53
583,381,6,53,20
347,117,6,53,443
128,940,6,80,53
482,774,17,53,80
940,268,17,53,53
1000,483,17,80,20
698,269,17,23,22
439,273,1,20,20
138,503,17,25,68
429,737,6,22,22
85,598,1,23,20
752,180,17,25,22
284,334,89,79,25
130,143,17,23,23
688,875,6,80,443
430,808,17,20,80
365,360,17,20,23
298,952,89,53,80
407,461,6,80,79
287,251,6,20,53
519,862,6,443,68
720,464,17,68,20
498,499,89,25,79
352,351,17,79,80
759,370,6,25,53
554,243,17,25,53
582,919,89,80,25
504,615,17,68,23
901,895,17,22,80
57,485,17,53,22
454,400,6,20,443
408,826,17,53,68
993,469,17,80,443
994,592,89,23,80
862,586,17,79,79
934,289,89,53,22
562,130,17,23,443
424,634,17,20,53
730,915,6,53,53
368,472,17,25,443
968,157,1,53,68
537,758,6,443,25
520,716,89,22,80
548,435,17,79,80
988,373,17,53,53
754,551,17,22,25
54,467,6,79,25
471,985,17,25,79
774,182,6,53,20
734,518,6,443,443
31,910,6,443,20
97,943,6,53,443
467,573,1,80,20
634,135,6,23,80
869,451,6,20,79
487,113,6,53,53
369,941,1,80,23
670,888,6,53,20
881,956,17,80,53
981,504,17,443,25
459,565,17,443,53
970,863,89,25,68
406,771,17,22,20
850,94,17,25,22
448,950,17,80,25
491,595,17,23,443
286,611,6,53,443
387,320,6,53,23
891,408,6,79,25
787,792,17,22,443
234,498,1,53,53
915,768,17,443,80
982,80,1,23,2
811,792,6,79,443
539,529,1,53,25
166,152,6,20,443
351,488,17,20,53
346,943,17,80,53
742,195,17,25,80
200,687,6,53,20
539,374,17,23,22
664,388,17,23,53
260,339,17,23,23
332,139,17,20,68
671,59,6,22,23
508,999,17,20,20
859,752,17,53,80
278,433,17,22,53
1756,533,17,80,80
702,131,17,20,23
892,411,6,79,80
101,789,6,20,68
707,343,1,80,22
949,177,6,53,53
580,112,1,20,80
674,308,17,53,53
930,707,1,443,53
520,990,17,80,22
514,691,17,20,80
59,67,6,53,25
638,264,6,20,79
45,39,6,25,443
177,900,6,80,79
524,985,6,443,23
867,463,1,22,443
704,275,6,443,25
339,474,17,80,68
660,727,17,20,443
567,455,6,22,68
316,11,17,443,53
676,117,17,53,80
494,558,17,80,443
365,592,1,80,20
571,784,6,23,23
864,243,6,53,23
890,558,17,22,79
24,59,6,22,79
661,516,17,68,80
263,332,17,80,80
656,406,6,20,20
617,385,1,68,80
140,846,6,80,80
673,485,89,20,53
909,907,6,80,68
906,660,17,23,80
483,859,17,25,22
198,539,6,80,53
880,658,6,53,22
837,284,6,25,80
246,143,17,25,25
385,268,6,80,53
509,715,17,80,80
776,551,17,20,79
822,843,17,20,68
477,45,17,25,53
463,858,17,80,22
312,980,6,53,80
226,761,6,443,23
468,84,17,22,22
187,506,6,443,25
1,389,6,79,53
795,916,6,80,80
745,108,6,53,80
411,703,17,80,79
225,273,6,25,25
857,591,17,80,20
214,107,6,80,79
427,261,6,22,20
903,261,17,53,443
177,994,17,80,53
996,601,6,20,23
675,926,17,443,80
840,967,17,22,53
148,603,6,53,79
160,602,1,80,53
104,447,17,53,23
465,584,6,23,68
422,150,17,80,25
451,417,17,80,53
435,908,17,443,80
918,816,6,20,79
21,9,17,53,443
431,963,17,53,20
886,504,17,23,79
992,273,6,79,443
724,662,6,53,443
484,261,17,53,443
907,853,17,53,20
400,582,6,80,53
45,150,17,22,80
357,92,17,20,23
620,226,6,53,22
365,963,6,80,80
964,580,17,80,80
85,724,6,80,25
639,163,17,80,80
436,794,17,68,22
480,98,6,68,25
889,300,6,20,25
821,727,1,53,53
557,616,6,25,68
925,67,6,80,68
447,521,17,80,68
732,389,17,22,80
688,623,6,23,53
121,84,17,53,80
407,306,6,80,80
498,33,6,23,79
559,571,17,68,20
176,511,17,80,53
529,583,6,79,53
123,215,6,23,53
603,550,17,80,443
50,943,6,53,23
646,457,6,79,53
782,490,17,443,443
202,122,6,23,68
233,631,6,443,80
332,424,6,53,79
972,617,1,23,80
876,932,6,20,20
491,656,6,20,53
982,547,17,80,53
205,23,17,80,53
892,38,17,22,79
21,183,6,79,68
353,119,6,25,80
77,631,17,20,20
508,1,6,23,22
992,940,6,23,23
236,390,6,80,80
344,392,6,79,23
61,436,17,68,80
278,498,1,53,53
429,925,17,25,53
288,410,17,53,22
114,641,6,25,443
674,794,1,23,20
132,311,6,23,443
216,852,17,53,53
627,236,6,53,25
267,864,17,23,23
169,4,1,23,443
88,308,17,22,23
491,711,6,80,22
474,547,17,53,53
107,564,6,23,443
893,570,1,20,23
241,817,17,23,53
898,864,6,25,80
223,440,17,53,23
689,374,17,80,80
671,749,6,80,80
627,386,17,20,25
633,753,17,80,25
585,789,6,53,22
848,239,1,53,23
383,631,6,68,80
323,693,17,53,53
677,735,6,80,53
446,839,6,80,80
294,172,17,25,20
478,544,6,53,53
860,642,17,79,53
546,719,6,79,53
234,65,6,80,80
305,469,6,53,80
999,124,17,53,23
932,430,6,68,53
995,71,6,22,23
391,745,17,22,22
380,89,17,53,53
940,321,17,68,53
878,651,1,80,80
510,767,17,23,80
682,444,6,23,80
626,674,17,22,80
342,670,6,80,53
924,544,17,20,20
222,860,6,23,22
267,138,1,53,53
209,835,6,80,68
684,796,6,443,443
256,919,1,53,25
397,749,17,53,53
175,152,17,20,20
804,505,1,443,53
230,23,17,22,80
249,830,17,443,23
546,289,1,20,79
484,433,6,80,20
531,116,6,25,53
599,843,6,68,20
489,725,17,53,80
326,473,17,68,68
693,37,17,443,25
58,858,17,53,22
576,560,6,80,80
428,442,1,20,23
498,367,6,68,80
462,439,17,25,80
346,636,6,80,68
270,676,1,53,53
320,712,17,443,53
305,645,17,80,23
441,192,6,20,22
868,557,1,25,25
479,833,17,20,443
453,266,6,22,443
339,321,6,53,443
55,847,89,53,53
659,525,17,53,25
49,888,6,68,443
58,437,17,80,25
831,933,1,23,443
289,84,17,23,22
531,193,6,53,68
380,463,17,25,20
494,229,17,443,53
196,235,6,53,25
634,129,1,80,53
31,215,17,53,68
816,864,17,443,53
887,490,17,53,53
291,819,17,80,20
609,162,17,53,25
382,144,6,23,25
645,172,17,80,22
783,189,6,80,80
752,728,17,22,80
408,900,6,23,23
367,833,17,20,443
971,107,6,53,25
489,241,17,443,53
973,115,6,443,79
545,872,6,22,68
225,772,6,53,23
528,22,17,22,20
674,91,17,80,25
624,941,6,53,20
534,664,1,20,53
168,321,6,22,23
137,872,89,20,20
644,212,6,25,25
702,352,6,80,22
879,327,17,20,80
160,513,6,20,68
891,471,17,53,20
600,283,6,68,80
316,950,6,23,443
219,929,6,22,53
694,279,17,53,22
23,196,6,53,53
308,569,17,80,443
442,48,17,23,53
810,890,6,25,53
467,630,6,20,80
272,930,6,80,20
10,832,1,53,443
196,692,1,443,22
28,276,6,53,20
629,213,17,68,80
768,535,17,20,23
59,465,6,20,22
262,405,6,22,20
986,577,6,53,80
413,402,17,53,22
492,963,1,25,79
604,27,17,79,22
513,851,6,80,25
364,580,6,22,80
773,337,6,25,53
834,835,6,23,53
141,769,6,80,53
139,570,89,443,443
518,410,6,25,53
648,92,6,68,53
161,806,6,53,20
726,86,17,20,22
948,727,17,53,80
641,438,17,20,22
700,766,1,80,23
322,869,6,68,22
645,738,17,80,68
353,813,17,80,20
110,221,6,23,80
526,637,17,53,53
155,421,1,53,25
509,713,6,79,443
801,392,6,22,53
626,894,6,80,23
678,974,1,443,23
160,594,6,23,53
808,716,6,68,23
183,178,17,23,53
936,956,17,23,443
564,804,6,22,79
301,941,6,443,53
371,560,17,53,23
88,649,17,80,53
272,766,17,20,80
513,271,17,25,80
941,272,17,53,20
946,577,6,79,443
17,713,6,80,22
128,947,6,53,23
691,266,6,80,25
537,301,17,80,443
369,636,17,443,22
556,139,17,25,25
