149,849,1,68,443,normal
792,941,17,80,23,normal
622,2,6,23,80,normal
25,741,1,443,25,normal
679,912,6,53,25,normal
834,320,6,443,53,normal
517,765,6,443,53,normal
228,665,6,23,443,normal
380,468,17,53,443,normal
37,692,6,443,53,normal
92,657,6,68,25,normal
85,82,6,53,443,normal
264,709,17,80,22,normal
873,6,6,80,80,normal
435,967,17,25,79,normal
42,430,6,22,80,normal
134,982,6,53,23,normal
622,140,6,53,79,normal
497,852,1,53,53,normal
611,179,6,25,53,normal
996,540,6,25,80,normal
908,839,17,20,20,normal
759,981,6,53,80,normal
215,335,6,53,22,normal
895,545,17,80,80,normal
764,992,6,25,443,normal
273,647,6,20,23,normal
910,290,17,25,22,normal
439,761,17,80,23,normal
76,717,6,53,443,normal
764,888,6,443,20,normal
60,374,17,20,80,normal
204,292,6,20,80,normal
454,539,1,20,80,normal
415,69,17,25,22,normal
422,419,6,23,23,normal
589,115,1,68,80,normal
986,781,6,68,23,normal
501,541,6,443,80,normal
306,68,17,20,20,normal
635,712,6,20,23,normal
27,329,6,80,68,normal
744,564,6,25,53,normal
657,110,1,53,53,normal
118,656,6,80,25,normal
800,122,17,22,25,normal
239,382,89,53,20,normal
486,582,17,80,53,normal
507,302,6,80,53,normal
706,336,17,68,80,normal
145,611,17,25,80,normal
354,778,17,443,53,normal
171,359,17,23,53,normal
782,226,1,80,20,normal
989,413,6,80,53,normal
806,395,6,443,20,normal
438,91,6,23,80,normal
82,670,17,53,80,normal
548,965,6,23,53,normal
471,193,6,80,20,normal
539,710,89,20,22,normal
650,856,1,443,79,normal
129,91,6,53,53,normal
409,242,6,22,25,normal
704,75,6,25,79,normal
690,318,17,80,443,normal
268,972,89,22,22,normal
918,373,17,25,80,normal
701,559,6,23,25,normal
955,48,89,53,80,normal
449,615,6,53,443,normal
115,632,6,68,53,normal
504,775,6,80,80,normal
823,762,17,80,53,normal
192,617,17,68,20,normal
636,274,17,68,80,normal
855,22,6,22,20,normal
239,433,6,23,53,normal
469,177,6,79,20,normal
742,447,1,25,20,normal
359,405,1,80,443,normal
44,63,17,80,23,normal
120,753,6,80,53,normal
989,848,17,80,53,normal
743,850,6,53,443,normal
209,986,1,80,22,normal
916,34,17,80,23,normal
170,984,17,80,80,normal
523,272,17,443,80,normal
152,286,6,20,25,normal
310,628,17,443,79,normal
378,926,17,443,443,normal
685,716,6,53,79,normal
207,331,6,443,25,normal
207,149,17,80,23,normal
227,664,6,443,80,normal
788,681,6,25,79,normal
70,950,89,20,53,normal
465,87,17,53,23,normal
920,837,17,80,20,normal
669,37,6,20,79,normal
250,161,1,22,20,normal
937,371,6,80,79,normal
380,62,17,53,80,normal
361,203,6,80,53,normal
67,375,6,23,22,normal
315,323,1,80,22,normal
336,184,17,53,22,normal
992,122,6,53,79,normal
384,900,17,443,80,normal
139,963,1,80,80,normal
143,98,1,79,80,normal
785,608,6,68,20,normal
458,829,6,22,80,normal
747,300,17,53,53,normal
153,269,17,80,443,normal
573,876,6,20,53,normal
754,323,6,53,53,normal
794,737,6,23,80,normal
79,771,17,20,80,normal
237,599,6,53,68,normal
376,986,1,23,53,normal
906,472,17,68,23,normal
859,977,6,25,25,normal
91,512,17,25,80,normal
768,678,17,23,20,normal
839,31,17,25,53,normal
809,750,89,53,23,normal
726,665,89,22,53,normal
887,813,6,79,80,normal
460,322,6,22,79,normal
69,551,6,443,443,normal
786,568,6,25,80,normal
380,900,89,20,80,normal
766,955,6,53,25,normal
612,12,1,20,20,normal
720,99,89,53,68,normal
78,907,6,53,53,normal
945,916,6,80,22,normal
660,324,6,80,443,normal
182,59,6,80,443,normal
524,569,17,443,23,normal
130,639,17,53,443,normal
880,513,17,53,23,normal
579,811,17,20,25,normal
981,17,6,443,22,normal
895,280,17,53,53,normal
962,399,6,23,53,normal
531,407,6,68,20,normal
887,586,6,25,23,normal
714,748,89,25,53,normal
365,161,6,25,53,normal
805,820,17,80,22,normal
174,834,1,80,22,normal
270,287,17,80,22,normal
409,347,6,443,80,normal
280,553,17,79,53,normal
967,673,6,53,79,normal
620,336,6,443,80,normal
510,786,17,443,25,normal
638,360,6,22,79,normal
38,296,6,23,443,normal
134,975,6,20,53,normal
205,601,1,443,443,normal
934,173,6,22,53,normal
373,772,17,22,53,normal
672,648,6,53,53,normal
193,953,6,23,443,normal
385,558,17,80,20,normal
592,162,17,80,23,normal
284,953,6,53,443,normal
431,630,89,80,25,normal
409,449,6,22,80,normal
113,570,17,22,22,normal
915,924,17,23,25,normal
942,701,6,22,80,normal
258,456,17,25,53,normal
701,771,89,53,23,normal
434,342,1,53,20,normal
344,46,17,79,80,normal
791,369,6,80,68,normal
332,531,6,25,53,normal
913,251,6,20,25,normal
24,17,6,20,22,normal
142,713,6,53,20,normal
875,975,89,80,20,normal
516,852,17,25,53,normal
965,674,17,79,443,normal
818,120,6,23,80,normal
745,321,6,80,25,normal
179,308,6,20,80,normal
11,981,6,23,68,normal
529,895,17,53,20,normal
844,634,6,80,25,normal
459,92,6,22,80,normal
987,326,17,53,23,normal
832,919,17,68,25,normal
355,635,17,23,53,normal
83,493,17,80,20,normal
821,276,6,443,22,normal
577,150,17,443,53,normal
901,522,17,25,53,normal
293,31,6,53,80,normal
567,874,89,80,79,normal
356,567,17,22,53,normal
540,412,6,20,20,normal
832,465,17,80,80,normal
262,152,17,443,23,normal
25,407,6,443,53,normal
176,571,17,22,20,normal
193,125,89,23,79,normal
600,260,6,53,20,normal
963,337,17,22,68,normal
906,775,1,443,22,normal
113,45,6,53,53,normal
200,694,89,23,23,normal
815,529,89,68,53,normal
887,280,17,80,68,normal
404,493,6,79,80,normal
338,65,6,53,23,normal
985,31,17,80,80,normal
323,273,6,80,22,normal
100,487,17,20,53,normal
115,181,6,53,68,normal
716,55,89,22,53,normal
874,131,1,53,25,normal
745,33,17,53,80,normal
783,878,6,22,53,normal
634,985,17,79,80,normal
857,559,17,443,22,normal
941,878,17,53,23,normal
476,312,17,79,22,normal
92,899,6,80,53,normal
678,77,6,53,80,normal
614,805,17,20,23,normal
756,508,17,20,23,normal
260,842,17,443,53,normal
541,30,17,23,80,normal
943,138,6,22,23,normal
433,678,17,53,80,normal
408,855,17,20,25,normal
447,563,1,53,68,normal
338,825,17,80,53,normal
21,11,6,80,443,normal
721,565,6,23,68,normal
227,448,17,80,23,normal
90,462,17,68,20,normal
575,337,17,22,25,normal
300,900,6,53,80,normal
524,285,89,53,22,normal
825,107,6,20,443,normal
624,46,6,80,443,normal
285,314,17,25,25,normal
423,721,89,443,22,normal
227,74,17,68,23,normal
383,345,17,23,20,normal
356,827,17,80,23,normal
230,962,17,20,79,normal
441,236,6,80,25,normal
337,742,17,22,20,normal
280,457,17,23,20,normal
504,327,6,443,53,normal
299,711,17,68,53,normal
961,543,6,68,68,normal
827,309,17,53,25,normal
498,875,6,23,80,normal
964,773,17,53,20,normal
198,933,6,23,25,normal
342,887,17,23,80,normal
205,232,6,22,53,normal
999,368,17,25,22,normal
734,859,6,23,80,normal
531,908,6,80,80,normal
650,685,6,53,22,normal
875,566,17,80,80,normal
338,573,17,22,22,normal
462,885,1,20,20,normal
571,430,6,53,25,normal
301,834,17,20,443,normal
858,180,17,22,443,normal
223,671,17,68,80,normal
834,671,6,20,443,normal
41,101,6,20,80,normal
361,988,89,23,68,normal
509,458,89,80,443,normal
717,111,17,80,80,normal
305,919,17,22,80,normal
969,374,1,80,53,normal
38,941,6,80,80,normal
254,108,6,20,22,normal
39,959,6,79,53,normal
565,473,17,443,53,normal
640,695,1,53,23,normal
661,903,6,443,68,normal
742,364,6,53,23,normal
466,699,6,80,20,normal
928,11,1,80,53,normal
205,127,17,25,53,normal
682,632,6,80,443,normal
703,589,89,80,53,normal
18,859,1,443,25,normal
580,44,6,22,53,normal
878,109,17,25,23,normal
357,322,6,443,79,normal
284,972,1,79,53,normal
910,387,17,20,80,normal
861,956,6,80,80,normal
210,222,17,443,22,normal
279,79,89,80,68,normal
141,879,17,53,68,normal
86,469,6,22,80,normal
346,102,17,68,23,normal
97,428,17,79,53,normal
373,121,17,443,25,normal
553,535,6,80,25,normal
404,239,6,443,22,normal
654,369,6,79,443,normal
902,605,17,23,80,normal
806,312,17,53,443,normal
189,837,1,80,79,normal
52,668,17,443,53,normal
67,432,1,22,22,normal
841,407,6,22,80,normal
20,968,17,22,80,normal
330,610,6,25,53,normal
372,825,17,68,80,normal
375,991,17,53,80,normal
932,521,6,80,20,normal
813,255,1,80,25,normal
622,67,17,68,23,normal
207,447,17,53,53,normal
791,357,6,25,443,normal
461,555,1,53,80,normal
51,240,17,53,53,normal
159,867,6,53,23,normal
134,598,6,53,80,normal
579,95,6,80,68,normal
739,934,89,443,443,normal
159,43,1,443,53,normal
167,286,6,23,68,normal
780,613,17,53,53,normal
563,542,1,53,53,normal
343,528,1,20,80,normal
512,559,6,443,23,normal
371,92,17,443,443,normal
883,621,17,53,25,normal
977,727,6,20,53,normal
867,345,1,25,80,normal
159,898,17,23,443,normal
645,656,89,79,79,normal
990,865,89,443,20,normal
991,244,6,22,443,normal
461,200,17,22,443,normal
111,784,17,80,53,normal
607,953,6,23,20,normal
6,252,6,80,53,normal
792,561,17,443,80,normal
912,588,17,22,53,normal
796,770,17,23,22,normal
631,208,17,25,80,normal
996,809,1,80,53,normal
651,675,17,80,79,normal
537,833,6,53,80,normal
566,150,17,53,68,normal
804,175,17,443,79,normal
157,438,17,25,20,normal
114,320,6,25,22,normal
469,718,1,53,80,normal
300,182,1,80,80,normal
973,781,17,80,25,normal
440,996,6,80,25,normal
703,905,17,22,53,normal
598,343,89,25,80,normal
76,552,17,68,23,normal
297,70,17,23,443,normal
589,218,1,22,20,normal
313,763,17,53,79,normal
648,452,17,80,68,normal
924,534,1,79,53,normal
483,358,6,22,443,normal
858,214,6,79,53,normal
369,172,1,80,80,normal
489,384,17,68,68,normal
397,494,6,22,25,normal
576,668,17,80,53,normal
555,1,17,79,53,normal
514,172,17,80,23,normal
775,111,1,80,80,normal
247,336,17,53,80,normal
999,366,17,79,53,normal
770,628,17,68,443,normal
867,896,1,80,79,normal
71,57,6,80,80,normal
408,465,17,20,53,normal
220,393,6,80,23,normal
390,544,17,23,22,normal
370,490,6,80,443,normal
695,340,6,80,53,normal
385,559,6,25,443,normal
797,65,6,80,80,normal
151,850,6,20,22,normal
419,821,17,22,20,normal
568,349,6,22,25,normal
805,501,6,22,443,normal
476,322,6,79,68,normal
368,608,6,22,80,normal
24,83,6,25,53,normal
360,693,17,443,25,normal
791,250,17,23,53,normal
29,590,6,23,443,normal
857,217,17,53,443,normal
877,518,17,53,443,normal
320,373,6,68,443,normal
783,749,17,68,53,normal
314,143,6,25,53,normal
190,343,1,79,23,normal
424,396,6,80,53,normal
927,460,17,20,80,normal
382,885,17,443,53,normal
260,919,6,22,53,normal
674,291,17,20,79,normal
806,361,17,20,25,normal
710,610,6,68,443,normal
30,485,6,22,53,normal
53,922,6,20,53,normal
70,880,6,53,25,normal
287,13,17,80,20,normal
751,603,6,22,53,normal
377,774,6,23,68,normal
741,697,1,22,80,normal
604,873,1,79,443,normal
888,750,6,20,53,normal
582,345,6,20,80,normal
330,911,6,20,25,normal
11,107,17,53,443,normal
662,125,6,53,443,normal
973,431,6,53,80,normal
651,89,1,23,22,normal
83,999,1,22,53,normal
168,675,17,53,68,normal
943,198,1,25,22,normal
881,436,17,22,443,normal
438,767,1,20,80,normal
232,363,1,80,53,normal
634,131,6,80,79,normal
653,710,6,23,23,normal
459,934,1,53,20,normal
527,659,1,443,23,normal
886,111,89,25,80,normal
402,902,6,53,53,normal
180,527,6,80,53,normal
31,220,6,80,80,normal
470,921,17,23,80,normal
775,587,1,80,80,normal
103,977,17,22,80,normal
508,717,6,22,53,normal
512,620,17,443,22,normal
863,582,6,80,53,normal
264,502,6,80,23,normal
590,530,6,443,53,normal
996,332,17,22,23,normal
263,622,1,53,23,normal
858,303,17,25,80,normal
391,617,17,53,23,normal
867,435,17,79,23,normal
359,651,17,53,25,normal
722,639,6,20,53,normal
806,540,6,20,20,normal
579,527,17,22,53,normal
551,945,1,80,20,normal
606,740,17,53,25,normal
802,946,17,80,80,normal
353,48,6,443,53,normal
149,763,17,25,22,normal
884,535,6,80,22,normal
756,629,6,20,22,normal
809,572,6,443,53,normal
521,435,1,25,25,normal
454,497,17,80,80,normal
974,248,17,53,20,normal
805,180,6,25,22,normal
317,603,17,20,53,normal
45,242,6,23,23,normal
767,655,6,80,53,normal
595,939,6,23,53,normal
1,388,17,53,53,normal
105,571,1,53,80,normal
481,362,6,79,80,normal
742,143,17,53,22,normal
880,821,6,80,65,anomaly
271,886,17,23,20,normal
758,615,6,20,53,normal
321,405,1,80,20,normal
638,333,6,80,23,normal
267,549,17,53,443,normal
159,748,17,80,20,normal
532,82,1,80,53,normal
200,97,17,25,23,normal
503,58,6,23,23,normal
378,852,6,20,80,normal
774,53,17,25,53,normal
233,378,6,25,80,normal
55,508,17,53,53,normal
287,60,89,25,53,normal
197,408,17,53,79,normal
209,329,17,79,23,normal
740,152,6,53,79,normal
178,665,17,22,80,normal
282,790,17,22,68,normal
701,793,17,80,22,normal
2,122,6,443,23,normal
287,498,6,22,20,normal
627,799,1,443,80,normal
350,114,6,53,20,normal
83,644,6,23,68,normal
12,197,6,23,80,normal
331,42,6,80,25,normal
685,873,89,22,53,normal
399,791,17,443,68,normal
11,18,6,53,22,normal
477,24,17,25,53,normal
37,313,17,80,23,normal
977,469,17,68,80,normal
415,734,17,53,80,normal
679,397,17,53,80,normal
86,157,6,53,68,normal
368,953,6,20,20,normal
592,177,17,20,79,normal
595,604,17,22,20,normal
296,435,6,80,20,normal
773,419,6,22,68,normal
219,499,17,80,25,normal
980,862,17,53,53,normal
433,64,17,25,53,normal
11,966,1,25,80,normal
285,151,1,443,53,normal
983,253,17,25,443,normal
153,759,17,25,68,normal
654,191,17,80,25,normal
878,122,6,53,443,normal
681,601,89,25,53,normal
247,540,6,443,22,normal
469,328,1,23,53,normal
936,886,6,23,25,normal
630,778,6,20,80,normal
855,678,17,53,80,normal
330,283,17,25,20,normal
339,288,6,20,68,normal
181,655,6,443,53,normal
1000,802,17,79,80,normal
580,938,6,25,23,normal
288,846,17,80,23,normal
650,456,1,23,80,normal
445,581,6,25,79,normal
281,310,6,25,23,normal
549,941,6,80,22,normal
534,527,17,80,23,normal
589,665,17,20,79,normal
545,235,6,20,79,normal
596,376,6,79,53,normal
270,85,1,443,22,normal
680,168,6,25,23,normal
415,934,6,22,53,normal
419,682,17,53,53,normal
219,796,6,80,22,normal
524,637,6,80,80,normal
648,314,17,53,53,normal
778,143,1,80,443,normal
944,391,6,80,20,normal
753,252,17,79,80,normal
469,524,6,22,80,normal
676,830,17,80,23,normal
824,109,17,53,68,normal
206,620,17,53,25,normal
47,78,17,79,68,normal
743,312,1,443,80,normal
878,169,17,443,53,normal
279,686,17,23,23,normal
292,977,6,68,53,normal
170,955,6,20,68,normal
164,828,1,53,23,normal
684,341,6,53,80,normal
999,162,17,23,79,normal
908,893,89,80,79,normal
569,809,6,25,25,normal
983,74,17,80,53,normal
152,732,1,53,68,normal
776,681,17,22,23,normal
447,312,1,25,53,normal
508,5,1,79,80,normal
673,615,17,53,25,normal
235,854,17,53,79,normal
816,595,6,68,53,normal
147,585,17,25,443,normal
232,95,6,25,25,normal
896,521,17,20,22,normal
94,428,1,23,25,normal
565,155,6,80,80,normal
3,76,17,68,53,normal
10,167,6,23,22,normal
238,685,6,80,80,normal
383,557,6,53,53,normal
507,997,17,79,20,normal
131,695,17,443,53,normal
197,842,17,443,443,normal
75,773,17,23,53,normal
706,702,6,53,22,normal
405,899,6,25,53,normal
815,319,6,20,80,normal
705,485,6,80,80,normal
465,476,6,80,443,normal
948,249,6,80,20,normal
613,227,6,53,53,normal
841,536,1,80,80,normal
918,154,6,20,68,normal
261,167,17,79,80,normal
552,719,1,80,80,normal
622,39,17,23,22,normal
248,250,1,20,80,normal
71,601,17,20,80,normal
194,758,17,68,22,normal
130,149,6,68,79,normal
820,379,17,53,80,normal
675,509,17,80,23,normal
90,361,6,23,20,normal
82,453,6,53,20,normal
548,161,6,23,53,normal
74,65,6,23,53,normal
97,403,17,53,80,normal
832,656,6,53,53,normal
901,565,17,53,80,normal
697,7,6,25,25,normal
333,960,6,53,25,normal
441,803,6,80,23,normal
554,546,6,79,68,normal
413,513,17,53,80,normal
34,113,17,20,443,normal
57,903,17,443,20,normal
182,412,17,68,68,normal
854,717,1,443,53,normal
996,721,17,68,23,normal
815,598,6,80,23,normal
29,913,6,22,53,normal
575,834,17,80,20,normal
650,262,17,80,80,normal
848,225,6,443,80,normal
268,29,17,79,53,normal
940,706,6,443,53,normal
971,874,6,25,22,normal
818,625,6,25,53,normal
503,802,6,20,53,normal
626,571,17,80,79,normal
582,789,6,80,20,normal
736,650,17,80,22,normal
407,704,17,79,25,normal
250,428,6,53,25,normal
462,928,17,23,68,normal
140,137,6,23,79,normal
217,904,17,25,22,normal
534,113,17,443,53,normal
958,26,1,22,443,normal
14,941,6,443,22,normal
218,231,17,20,25,normal
867,351,6,22,25,normal
237,274,6,80,80,normal
899,336,17,53,53,normal
417,760,6,53,79,normal
156,621,6,68,25,normal
598,186,17,22,22,normal
199,606,1,80,443,normal
683,43,6,80,53,normal
358,566,6,25,22,normal
51,397,17,23,23,normal
86,710,6,25,53,normal
930,46,6,53,20,normal
892,1,17,20,68,normal
83,242,6,53,23,normal
359,317,17,53,53,normal
83,315,6,53,22,normal
440,258,6,80,23,normal
407,350,17,80,25,normal
109,266,17,23,23,normal
26,991,6,443,25,normal
736,704,17,22,25,normal
656,307,6,53,80,normal
908,329,17,53,23,normal
387,187,17,79,23,normal
873,299,17,22,443,normal
277,223,89,23,53,normal
137,593,6,443,53,normal
443,849,17,53,68,normal
757,366,1,53,22,normal
199,869,17,53,25,normal
490,34,6,25,80,normal
84,704,1,53,53,normal
879,8,6,80,20,normal
31,448,6,79,22,normal
428,99,6,53,443,normal
602,97,6,80,25,normal
189,991,17,80,25,normal
447,976,17,20,20,normal
177,888,17,53,53,normal
741,85,89,80,20,normal
393,873,6,23,68,normal
113,25,6,25,53,normal
642,549,6,25,25,normal
542,907,1,22,53,normal
894,230,6,68,80,normal
740,485,17,80,22,normal
333,718,17,53,443,normal
135,345,6,22,80,normal
910,891,1,22,23,normal
585,614,6,25,53,normal
792,907,6,25,20,normal
811,747,17,80,53,normal
882,871,6,80,23,normal
140,790,1,20,80,normal
160,466,6,443,53,normal
839,154,6,80,80,normal
647,191,6,80,53,normal
38,236,6,22,20,normal
358,472,6,53,22,normal
596,629,6,23,80,normal
158,914,6,53,80,normal
660,970,17,20,25,normal
113,171,17,53,80,normal
651,360,1,80,53,normal
485,564,17,20,53,normal
936,861,17,443,80,normal
254,698,17,25,25,normal
41,989,6,22,53,normal
427,827,17,25,80,normal
674,999,6,79,25,normal
822,454,17,22,20,normal
953,843,17,20,53,normal
938,45,17,25,20,normal
453,742,17,79,53,normal
460,793,17,53,68,normal
128,603,1,22,23,normal
894,579,17,68,79,normal
458,227,89,53,22,normal
32,243,17,53,20,normal
910,597,6,53,22,normal
135,399,17,25,80,normal
397,31,6,80,80,normal
609,75,6,23,68,normal
193,194,6,443,25,normal
837,473,1,53,443,normal
272,276,89,80,23,normal
791,432,6,53,22,normal
784,136,17,80,20,normal
10,832,1,80,79,normal
130,481,17,79,53,normal
538,379,17,80,23,normal
960,837,1,22,25,normal
517,955,17,53,23,normal
14,944,17,22,68,normal
753,778,1,68,23,normal
17,257,17,25,53,normal
993,278,6,80,53,normal
766,235,17,22,22,normal
173,474,6,53,23,normal
129,817,6,443,53,normal
946,261,17,443,443,normal
850,864,17,80,23,normal
792,147,17,22,68,normal
247,905,6,20,443,normal
380,605,6,80,53,normal
126,85,17,53,23,normal
630,517,6,25,443,normal
721,25,17,80,79,normal
846,675,17,53,443,normal
403,149,6,80,20,normal
219,646,6,20,22,normal
860,164,1,22,80,normal
811,757,6,25,22,normal
43,731,6,79,80,normal
715,627,6,80,80,normal
976,359,6,23,68,normal
755,757,17,20,53,normal
818,711,6,53,80,normal
620,54,6,23,53,normal
194,565,17,80,25,normal
848,680,89,53,80,normal
119,329,6,20,79,normal
497,29,6,22,79,normal
506,804,89,68,79,normal
47,854,6,53,23,normal
669,808,6,68,80,normal
443,931,6,53,80,normal
592,923,17,23,53,normal
669,140,6,23,53,normal
608,481,17,22,20,normal
358,102,1,53,22,normal
47,90,17,443,23,normal
900,457,6,53,443,normal
391,241,6,53,53,normal
939,570,6,80,25,normal
324,220,1,20,79,normal
693,388,1,53,25,normal
446,287,6,20,80,normal
481,372,6,53,20,normal
729,706,6,20,23,normal
408,437,89,22,23,normal
880,482,17,443,443,normal
828,562,6,53,22,normal
65,123,17,20,25,normal
763,391,17,22,22,normal
194,266,89,22,22,normal
679,499,6,23,53,normal
864,626,17,80,53,normal
704,579,17,23,80,normal
36,816,6,80,23,normal
871,944,17,25,53,normal
474,372,89,80,25,normal
228,176,17,25,22,normal
587,757,6,22,53,normal
630,956,17,80,20,normal
3,262,6,80,23,normal
467,495,1,25,22,normal
340,907,6,53,25,normal
246,248,1,443,80,normal
943,15,6,20,23,normal
274,764,17,23,22,normal
995,786,6,68,80,normal
746,25,17,80,53,normal
7,446,6,80,23,normal
650,863,6,25,23,normal
652,477,17,25,20,normal
896,776,6,79,25,normal
22,150,89,80,53,normal
95,356,6,79,25,normal
256,263,6,443,79,normal
330,7,17,80,80,normal
140,801,6,80,53,normal
346,905,6,20,20,normal
865,417,6,443,53,normal
864,977,6,80,23,normal
609,653,17,79,22,normal
902,330,17,443,443,normal
381,552,6,53,23,normal
184,588,6,80,25,normal
160,305,17,22,53,normal
754,992,6,79,53,normal
382,565,6,23,22,normal
68,601,17,22,68,normal
72,868,17,443,23,normal
575,95,17,53,53,normal
653,736,6,53,25,normal
648,344,17,25,23,normal
98,963,6,443,23,normal
38,847,17,20,23,normal
623,652,17,80,53,normal
458,938,6,80,25,normal
511,461,17,22,22,normal
5,35,6,443,23,normal
869,191,6,22,68,normal
670,995,6,80,25,normal
366,304,6,22,443,normal
142,618,17,80,23,normal
804,578,17,79,22,normal
523,70,89,53,23,normal
783,632,6,22,53,normal
48,837,17,80,53,normal
279,516,17,20,25,normal
669,997,6,53,80,normal
276,740,17,23,80,normal
24,609,17,443,80,normal
95,7,17,20,25,normal
332,713,1,53,20,normal
574,317,17,79,53,normal
517,839,17,53,80,normal
332,142,17,22,80,normal
496,17,6,53,20,normal
974,683,17,23,80,normal
327,606,6,20,53,normal
298,237,6,443,80,normal
133,479,17,20,25,normal
125,372,6,22,53,normal
640,635,6,53,53,normal
297,308,6,53,20,normal
529,166,6,79,53,normal
172,837,6,80,80,normal
681,526,17,25,20,normal
141,324,17,80,23,normal
655,437,89,80,53,normal
440,764,89,80,443,normal
54,959,17,22,79,normal
320,226,6,79,20,normal
155,234,17,80,22,normal
801,918,1,20,25,normal
564,712,17,443,443,normal
171,94,17,80,20,normal
334,668,6,79,22,normal
251,49,6,23,79,normal
592,493,6,53,53,normal
839,241,17,53,20,normal
485,114,17,23,80,normal
706,37,17,22,80,normal
307,43,6,20,53,normal
417,695,6,23,80,normal
447,693,17,443,25,normal
212,610,17,80,25,normal
934,487,17,443,80,normal
444,916,6,53,53,normal
737,167,6,443,79,normal
250,757,6,79,23,normal
362,776,17,25,443,normal
458,350,6,443,80,normal
650,204,6,23,80,normal
928,444,17,53,20,normal
317,821,6,53,59,anomaly
781,289,17,53,23,normal
20,535,17,25,25,normal
802,939,6,25,80,normal
478,379,17,68,68,normal
471,590,17,53,25,normal
711,94,6,80,22,normal
110,556,1,68,53,normal
746,302,6,443,22,normal
558,696,6,68,53,normal
272,879,17,22,20,normal
818,773,17,80,25,normal
635,467,6,53,22,normal
694,329,6,25,80,normal
822,666,17,53,443,normal
48,321,6,53,80,normal
53,600,6,25,25,normal
46,786,17,23,443,normal
417,879,17,53,80,normal
751,770,17,25,22,normal
473,162,89,20,53,normal
268,733,17,23,443,normal
341,817,17,443,53,normal
289,127,6,80,25,normal
417,946,6,80,80,normal
382,156,6,20,53,normal
155,113,17,20,23,normal
675,760,6,80,53,normal
942,17,6,25,80,normal
411,381,6,20,80,normal
944,509,6,80,53,normal
727,201,17,53,53,normal
215,577,6,79,53,normal
425,804,6,80,443,normal
55,668,1,80,23,normal
336,270,6,25,25,normal
648,752,17,53,53,normal
114,55,1,53,443,normal
972,768,17,25,80,normal
767,865,6,53,53,normal
323,359,6,68,53,normal
321,910,17,80,80,normal
567,125,17,53,20,normal
678,684,1,68,80,normal
452,765,17,53,53,normal
302,458,6,53,22,normal
78,937,6,22,80,normal
741,114,6,23,53,normal
319,938,1,22,23,normal
493,461,6,20,79,normal
595,769,6,53,20,normal
331,49,17,23,53,normal
275,648,17,53,23,normal
6,698,6,80,25,normal
664,838,6,25,25,normal
633,547,6,79,68,normal
